# P,T,density,Cp,alpha,liq_water,ice_VI,ice_VII
62500.875,302.0,1771.00734,18680.07028,-4.49035,0,1,0
62500.875,304.0,1770.59723,18680.07028,-4.47014,0,1,0
62500.875,306.0,1770.18720,18680.07028,-4.45084,0,1,0
62500.875,308.0,1769.77728,18680.07028,-4.43236,0,1,0
62500.875,310.0,1769.36744,18680.07028,-4.41463,0,1,0
62500.875,312.0,1768.95771,18680.07028,-4.39759,0,1,0
62500.875,314.0,1768.54806,18680.07028,-4.38120,0,1,0
62500.875,316.0,1768.13851,18680.07028,-4.36541,0,1,0
62500.875,318.0,1767.72906,18680.07028,-4.35017,0,1,0
62500.875,320.0,1767.31970,18680.07028,-4.33545,0,1,0
62500.875,322.0,1766.91044,18680.07028,-4.32121,0,1,0
62500.875,324.0,1766.50127,18680.07028,-4.30742,0,1,0
62500.875,326.0,1766.09219,18680.07028,-4.29405,0,1,0
62500.875,328.0,1765.68321,18680.07028,-4.28109,0,1,0
62500.875,330.0,1765.27433,18680.07028,-4.26850,0,1,0
62500.875,332.0,1764.86554,18680.07028,-4.25626,0,1,0
62500.875,334.0,1764.45684,18680.07028,-4.24437,0,1,0
62500.875,336.0,1764.04824,18680.07028,-4.23278,0,1,0
62500.875,338.0,1763.63974,18680.07028,-4.22150,0,1,0
62500.875,340.0,1763.23133,18680.07028,-4.21051,0,1,0
62500.875,342.0,1762.82301,18680.07028,-4.19978,0,1,0
62500.875,344.0,1762.41479,18680.07028,-4.18932,0,1,0
62500.875,346.0,1762.00666,18680.07028,-4.17910,0,1,0
62500.875,348.0,1761.59862,18680.07028,-4.16911,0,1,0
62500.875,350.0,1761.19069,18680.07028,-4.15935,0,1,0
62500.875,352.0,1760.78284,18680.07028,-4.14981,0,1,0
62500.875,354.0,1760.37509,18680.07028,-4.14047,0,1,0
62500.875,356.0,1759.96743,18680.07028,-4.13133,0,1,0
62500.875,358.0,1759.55987,18680.07028,-4.12237,0,1,0
62500.875,360.0,1759.15241,18680.07028,-4.11360,0,1,0
62500.875,362.0,1758.74503,18680.07028,-4.10500,0,1,0
62500.875,364.0,1758.33776,18680.07028,-4.09656,0,1,0
62500.875,366.0,1757.93057,18680.07028,-4.08829,0,1,0
62500.875,368.0,1757.52348,18680.07028,-4.08017,0,1,0
62500.875,370.0,1757.11649,18680.07028,-4.07220,0,1,0
62500.875,372.0,1756.70959,18680.07028,-4.06438,0,1,0
62500.875,374.0,1756.30278,18680.07028,-4.05669,0,1,0
62500.875,376.0,1755.89607,18680.07028,-4.04914,0,1,0
62500.875,378.0,1755.48945,18680.07028,-4.04172,0,1,0
62500.875,380.0,1755.08292,18680.07028,-4.03442,0,1,0
62500.875,382.0,1754.67649,18680.07028,-4.02724,0,1,0
62500.875,384.0,1754.27016,18680.07028,-4.02018,0,1,0
62500.875,386.0,1753.86392,18680.07028,-4.01323,0,1,0
62500.875,388.0,1753.45777,18680.07028,-4.00639,0,1,0
62500.875,390.0,1753.05171,18680.07028,-3.99965,0,1,0
62500.875,392.0,1752.64575,18680.07028,-3.99302,0,1,0
62500.875,394.0,1752.23989,18680.07028,-3.98649,0,1,0
62500.875,396.0,1751.83412,18680.07028,-3.98006,0,1,0
62500.875,398.0,1751.42844,18680.07028,-3.97372,0,1,0
62500.875,400.0,1751.02286,18680.07028,-3.96747,0,1,0
62500.875,402.0,1750.61737,18680.07028,-3.96131,0,1,0
62500.875,404.0,1750.21197,18680.07028,-3.95523,0,1,0
62500.875,406.0,1749.80667,18680.07028,-3.94924,0,1,0
62500.875,408.0,1749.40146,18680.07028,-3.94334,0,1,0
62500.875,410.0,1748.99634,18680.07028,-3.93751,0,1,0
62500.875,412.0,1748.59132,18680.07028,-3.93175,0,1,0
62500.875,414.0,1748.18640,18680.07028,-3.92608,0,1,0
62500.875,416.0,1747.78156,18680.07028,-3.92047,0,1,0
62500.875,418.0,1747.37682,18680.07028,-3.91494,0,1,0
62500.875,420.0,1746.97218,18680.07028,-3.90948,0,1,0
62500.875,422.0,1746.56763,18680.07028,-3.90408,0,1,0
62500.875,424.0,1746.16317,18680.07028,-3.89875,0,1,0
62500.875,426.0,1745.75880,18680.07028,-3.89349,0,1,0
62500.875,428.0,1745.35453,18680.07028,-3.88829,0,1,0
62500.875,430.0,1744.95036,18680.07028,-3.88315,0,1,0
62500.875,432.0,1744.54627,18680.07028,-3.87807,0,1,0
62500.875,434.0,1744.14228,18680.07028,-3.87305,0,1,0
62500.875,436.0,1743.73839,18680.07028,-3.86808,0,1,0
62500.875,438.0,1743.33458,18680.07028,-3.86318,0,1,0
62500.875,440.0,1742.93087,18680.07028,-3.85832,0,1,0
62500.875,442.0,1742.52726,18680.07028,-3.85353,0,1,0
62500.875,444.0,1742.12373,18680.07028,-3.84878,0,1,0
62500.875,446.0,1741.72031,18680.07028,-3.84408,0,1,0
62500.875,448.0,1741.31697,18680.07028,-3.83944,0,1,0
62500.875,450.0,1740.91373,18680.07028,-3.83484,0,1,0
62500.875,452.0,1740.51058,18680.07028,-3.83030,0,1,0
62500.875,454.0,1740.10752,18680.07028,-3.82580,0,1,0
62500.875,456.0,1739.70456,18680.07028,-3.82134,0,1,0
62500.875,458.0,1739.30169,18680.07028,-3.81693,0,1,0
62500.875,460.0,1738.89892,18680.07028,-3.81257,0,1,0
62500.875,462.0,1738.49623,18680.07028,-3.80825,0,1,0
62500.875,464.0,1738.09364,18680.07028,-3.80397,0,1,0
62500.875,466.0,1737.69115,18680.07028,-3.79973,0,1,0
62500.875,468.0,1737.28875,18680.07028,-3.79553,0,1,0
62500.875,470.0,1736.88644,18680.07028,-3.79138,0,1,0
62500.875,472.0,1736.48422,18680.07028,-3.78726,0,1,0
62500.875,474.0,1736.08210,18680.07028,-3.78318,0,1,0
62500.875,476.0,1735.68007,18680.07028,-3.77914,0,1,0
62500.875,478.0,1735.27813,18680.07028,-3.77514,0,1,0
62500.875,480.0,1734.87629,18680.07028,-3.77117,0,1,0
62500.875,482.0,1734.47454,18680.07028,-3.76724,0,1,0
62500.875,484.0,1734.07288,18680.07028,-3.76335,0,1,0
62500.875,486.0,1733.67131,18680.07028,-3.75949,0,1,0
62500.875,488.0,1733.26984,18680.07028,-3.75566,0,1,0
62500.875,490.0,1732.86846,18680.07028,-3.75187,0,1,0
62500.875,492.0,1732.46718,18680.07028,-3.74811,0,1,0
62500.875,494.0,1732.06598,18680.07028,-3.74438,0,1,0
62500.875,496.0,1731.66488,18680.07028,-3.74069,0,1,0
62500.875,498.0,1731.26388,18680.07028,-3.73702,0,1,0
65000.870,300.0,1781.65314,18458.66874,-4.51964,0,1,0
65000.870,302.0,1781.24056,18458.66874,-4.49845,0,1,0
65000.870,304.0,1780.82807,18458.66874,-4.47824,0,1,0
65000.870,306.0,1780.41568,18458.66874,-4.45894,0,1,0
65000.870,308.0,1780.00338,18458.66874,-4.44046,0,1,0
65000.870,310.0,1779.59118,18458.66874,-4.42273,0,1,0
65000.870,312.0,1779.17908,18458.66874,-4.40569,0,1,0
65000.870,314.0,1778.76707,18458.66874,-4.38930,0,1,0
65000.870,316.0,1778.35515,18458.66874,-4.37351,0,1,0
65000.870,318.0,1777.94333,18458.66874,-4.35827,0,1,0
65000.870,320.0,1777.53161,18458.66874,-4.34355,0,1,0
65000.870,322.0,1777.11998,18458.66874,-4.32930,0,1,0
65000.870,324.0,1776.70845,18458.66874,-4.31552,0,1,0
65000.870,326.0,1776.29701,18458.66874,-4.30215,0,1,0
65000.870,328.0,1775.88567,18458.66874,-4.28919,0,1,0
65000.870,330.0,1775.47442,18458.66874,-4.27660,0,1,0
65000.870,332.0,1775.06327,18458.66874,-4.26436,0,1,0
65000.870,334.0,1774.65221,18458.66874,-4.25246,0,1,0
65000.870,336.0,1774.24125,18458.66874,-4.24088,0,1,0
65000.870,338.0,1773.83038,18458.66874,-4.22960,0,1,0
65000.870,340.0,1773.41961,18458.66874,-4.21861,0,1,0
65000.870,342.0,1773.00893,18458.66874,-4.20788,0,1,0
65000.870,344.0,1772.59835,18458.66874,-4.19742,0,1,0
65000.870,346.0,1772.18787,18458.66874,-4.18720,0,1,0
65000.870,348.0,1771.77747,18458.66874,-4.17721,0,1,0
65000.870,350.0,1771.36718,18458.66874,-4.16745,0,1,0
65000.870,352.0,1770.95698,18458.66874,-4.15791,0,1,0
65000.870,354.0,1770.54687,18458.66874,-4.14857,0,1,0
65000.870,356.0,1770.13686,18458.66874,-4.13943,0,1,0
65000.870,358.0,1769.72694,18458.66874,-4.13047,0,1,0
65000.870,360.0,1769.31712,18458.66874,-4.12170,0,1,0
65000.870,362.0,1768.90740,18458.66874,-4.11310,0,1,0
65000.870,364.0,1768.49776,18458.66874,-4.10466,0,1,0
65000.870,366.0,1768.08823,18458.66874,-4.09639,0,1,0
65000.870,368.0,1767.67879,18458.66874,-4.08827,0,1,0
65000.870,370.0,1767.26944,18458.66874,-4.08030,0,1,0
65000.870,372.0,1766.86019,18458.66874,-4.07248,0,1,0
65000.870,374.0,1766.45103,18458.66874,-4.06479,0,1,0
65000.870,376.0,1766.04197,18458.66874,-4.05724,0,1,0
65000.870,378.0,1765.63300,18458.66874,-4.04981,0,1,0
65000.870,380.0,1765.22413,18458.66874,-4.04252,0,1,0
65000.870,382.0,1764.81535,18458.66874,-4.03534,0,1,0
65000.870,384.0,1764.40666,18458.66874,-4.02827,0,1,0
65000.870,386.0,1763.99807,18458.66874,-4.02133,0,1,0
65000.870,388.0,1763.58958,18458.66874,-4.01449,0,1,0
65000.870,390.0,1763.18118,18458.66874,-4.00775,0,1,0
65000.870,392.0,1762.77287,18458.66874,-4.00112,0,1,0
65000.870,394.0,1762.36466,18458.66874,-3.99459,0,1,0
65000.870,396.0,1761.95655,18458.66874,-3.98816,0,1,0
65000.870,398.0,1761.54852,18458.66874,-3.98182,0,1,0
65000.870,400.0,1761.14060,18458.66874,-3.97557,0,1,0
65000.870,402.0,1760.73276,18458.66874,-3.96941,0,1,0
65000.870,404.0,1760.32503,18458.66874,-3.96333,0,1,0
65000.870,406.0,1759.91738,18458.66874,-3.95734,0,1,0
65000.870,408.0,1759.50983,18458.66874,-3.95143,0,1,0
65000.870,410.0,1759.10238,18458.66874,-3.94561,0,1,0
65000.870,412.0,1758.69502,18458.66874,-3.93985,0,1,0
65000.870,414.0,1758.28775,18458.66874,-3.93418,0,1,0
65000.870,416.0,1757.88058,18458.66874,-3.92857,0,1,0
65000.870,418.0,1757.47350,18458.66874,-3.92304,0,1,0
65000.870,420.0,1757.06652,18458.66874,-3.91758,0,1,0
65000.870,422.0,1756.65963,18458.66874,-3.91218,0,1,0
65000.870,424.0,1756.25283,18458.66874,-3.90685,0,1,0
65000.870,426.0,1755.84613,18458.66874,-3.90159,0,1,0
65000.870,428.0,1755.43952,18458.66874,-3.89639,0,1,0
65000.870,430.0,1755.03301,18458.66874,-3.89125,0,1,0
65000.870,432.0,1754.62659,18458.66874,-3.88617,0,1,0
65000.870,434.0,1754.22027,18458.66874,-3.88115,0,1,0
65000.870,436.0,1753.81404,18458.66874,-3.87618,0,1,0
65000.870,438.0,1753.40790,18458.66874,-3.87128,0,1,0
65000.870,440.0,1753.00186,18458.66874,-3.86642,0,1,0
65000.870,442.0,1752.59591,18458.66874,-3.86162,0,1,0
65000.870,444.0,1752.19006,18458.66874,-3.85688,0,1,0
65000.870,446.0,1751.78430,18458.66874,-3.85218,0,1,0
65000.870,448.0,1751.37863,18458.66874,-3.84754,0,1,0
65000.870,450.0,1750.97306,18458.66874,-3.84294,0,1,0
65000.870,452.0,1750.56758,18458.66874,-3.83840,0,1,0
65000.870,454.0,1750.16219,18458.66874,-3.83389,0,1,0
65000.870,456.0,1749.75690,18458.66874,-3.82944,0,1,0
65000.870,458.0,1749.35171,18458.66874,-3.82503,0,1,0
65000.870,460.0,1748.94660,18458.66874,-3.82067,0,1,0
65000.870,462.0,1748.54159,18458.66874,-3.81635,0,1,0
65000.870,464.0,1748.13668,18458.66874,-3.81207,0,1,0
65000.870,466.0,1747.73186,18458.66874,-3.80783,0,1,0
65000.870,468.0,1747.32713,18458.66874,-3.80363,0,1,0
65000.870,470.0,1746.92250,18458.66874,-3.79948,0,1,0
65000.870,472.0,1746.51795,18458.66874,-3.79536,0,1,0
65000.870,474.0,1746.11351,18458.66874,-3.79128,0,1,0
65000.870,476.0,1745.70916,18458.66874,-3.78724,0,1,0
65000.870,478.0,1745.30490,18458.66874,-3.78324,0,1,0
65000.870,480.0,1744.90073,18458.66874,-3.77927,0,1,0
65000.870,482.0,1744.49666,18458.66874,-3.77534,0,1,0
65000.870,484.0,1744.09268,18458.66874,-3.77145,0,1,0
65000.870,486.0,1743.68879,18458.66874,-3.76759,0,1,0
65000.870,488.0,1743.28500,18458.66874,-3.76376,0,1,0
65000.870,490.0,1742.88130,18458.66874,-3.75997,0,1,0
65000.870,492.0,1742.47770,18458.66874,-3.75621,0,1,0
65000.870,494.0,1742.07419,18458.66874,-3.75248,0,1,0
65000.870,496.0,1741.67077,18458.66874,-3.74878,0,1,0
65000.870,498.0,1741.26745,18458.66874,-3.74512,0,1,0
67500.865,300.0,1791.74819,18240.45436,-4.52757,0,1,0
67500.865,302.0,1791.33327,18240.45436,-4.50638,0,1,0
67500.865,304.0,1790.91844,18240.45436,-4.48618,0,1,0
67500.865,306.0,1790.50371,18240.45436,-4.46687,0,1,0
67500.865,308.0,1790.08908,18240.45436,-4.44839,0,1,0
67500.865,310.0,1789.67454,18240.45436,-4.43066,0,1,0
67500.865,312.0,1789.26010,18240.45436,-4.41363,0,1,0
67500.865,314.0,1788.84576,18240.45436,-4.39724,0,1,0
67500.865,316.0,1788.43151,18240.45436,-4.38144,0,1,0
67500.865,318.0,1788.01736,18240.45436,-4.36620,0,1,0
67500.865,320.0,1787.60330,18240.45436,-4.35148,0,1,0
67500.865,322.0,1787.18934,18240.45436,-4.33724,0,1,0
67500.865,324.0,1786.77547,18240.45436,-4.32345,0,1,0
67500.865,326.0,1786.36170,18240.45436,-4.31009,0,1,0
67500.865,328.0,1785.94803,18240.45436,-4.29712,0,1,0
67500.865,330.0,1785.53445,18240.45436,-4.28453,0,1,0
67500.865,332.0,1785.12097,18240.45436,-4.27230,0,1,0
67500.865,334.0,1784.70759,18240.45436,-4.26040,0,1,0
67500.865,336.0,1784.29430,18240.45436,-4.24882,0,1,0
67500.865,338.0,1783.88110,18240.45436,-4.23754,0,1,0
67500.865,340.0,1783.46800,18240.45436,-4.22654,0,1,0
67500.865,342.0,1783.05500,18240.45436,-4.21582,0,1,0
67500.865,344.0,1782.64209,18240.45436,-4.20535,0,1,0
67500.865,346.0,1782.22928,18240.45436,-4.19513,0,1,0
67500.865,348.0,1781.81656,18240.45436,-4.18515,0,1,0
67500.865,350.0,1781.40394,18240.45436,-4.17539,0,1,0
67500.865,352.0,1780.99142,18240.45436,-4.16584,0,1,0
67500.865,354.0,1780.57899,18240.45436,-4.15650,0,1,0
67500.865,356.0,1780.16665,18240.45436,-4.14736,0,1,0
67500.865,358.0,1779.75441,18240.45436,-4.13840,0,1,0
67500.865,360.0,1779.34227,18240.45436,-4.12963,0,1,0
67500.865,362.0,1778.93022,18240.45436,-4.12103,0,1,0
67500.865,364.0,1778.51827,18240.45436,-4.11260,0,1,0
67500.865,366.0,1778.10641,18240.45436,-4.10433,0,1,0
67500.865,368.0,1777.69465,18240.45436,-4.09621,0,1,0
67500.865,370.0,1777.28298,18240.45436,-4.08824,0,1,0
67500.865,372.0,1776.87141,18240.45436,-4.08041,0,1,0
67500.865,374.0,1776.45994,18240.45436,-4.07273,0,1,0
67500.865,376.0,1776.04856,18240.45436,-4.06517,0,1,0
67500.865,378.0,1775.63727,18240.45436,-4.05775,0,1,0
67500.865,380.0,1775.22608,18240.45436,-4.05045,0,1,0
67500.865,382.0,1774.81499,18240.45436,-4.04327,0,1,0
67500.865,384.0,1774.40399,18240.45436,-4.03621,0,1,0
67500.865,386.0,1773.99308,18240.45436,-4.02926,0,1,0
67500.865,388.0,1773.58227,18240.45436,-4.02242,0,1,0
67500.865,390.0,1773.17156,18240.45436,-4.01569,0,1,0
67500.865,392.0,1772.76094,18240.45436,-4.00906,0,1,0
67500.865,394.0,1772.35042,18240.45436,-4.00253,0,1,0
67500.865,396.0,1771.93999,18240.45436,-3.99609,0,1,0
67500.865,398.0,1771.52965,18240.45436,-3.98975,0,1,0
67500.865,400.0,1771.11941,18240.45436,-3.98350,0,1,0
67500.865,402.0,1770.70927,18240.45436,-3.97734,0,1,0
67500.865,404.0,1770.29922,18240.45436,-3.97127,0,1,0
67500.865,406.0,1769.88927,18240.45436,-3.96528,0,1,0
67500.865,408.0,1769.47941,18240.45436,-3.95937,0,1,0
67500.865,410.0,1769.06965,18240.45436,-3.95354,0,1,0
67500.865,412.0,1768.65998,18240.45436,-3.94779,0,1,0
67500.865,414.0,1768.25040,18240.45436,-3.94211,0,1,0
67500.865,416.0,1767.84092,18240.45436,-3.93651,0,1,0
67500.865,418.0,1767.43154,18240.45436,-3.93097,0,1,0
67500.865,420.0,1767.02225,18240.45436,-3.92551,0,1,0
67500.865,422.0,1766.61305,18240.45436,-3.92012,0,1,0
67500.865,424.0,1766.20395,18240.45436,-3.91479,0,1,0
67500.865,426.0,1765.79495,18240.45436,-3.90952,0,1,0
67500.865,428.0,1765.38604,18240.45436,-3.90432,0,1,0
67500.865,430.0,1764.97722,18240.45436,-3.89918,0,1,0
67500.865,432.0,1764.56850,18240.45436,-3.89410,0,1,0
67500.865,434.0,1764.15987,18240.45436,-3.88908,0,1,0
67500.865,436.0,1763.75134,18240.45436,-3.88412,0,1,0
67500.865,438.0,1763.34290,18240.45436,-3.87921,0,1,0
67500.865,440.0,1762.93456,18240.45436,-3.87436,0,1,0
67500.865,442.0,1762.52631,18240.45436,-3.86956,0,1,0
67500.865,444.0,1762.11816,18240.45436,-3.86481,0,1,0
67500.865,446.0,1761.71010,18240.45436,-3.86012,0,1,0
67500.865,448.0,1761.30213,18240.45436,-3.85547,0,1,0
67500.865,450.0,1760.89426,18240.45436,-3.85088,0,1,0
67500.865,452.0,1760.48649,18240.45436,-3.84633,0,1,0
67500.865,454.0,1760.07881,18240.45436,-3.84183,0,1,0
67500.865,456.0,1759.67122,18240.45436,-3.83737,0,1,0
67500.865,458.0,1759.26373,18240.45436,-3.83297,0,1,0
67500.865,460.0,1758.85633,18240.45436,-3.82860,0,1,0
67500.865,462.0,1758.44902,18240.45436,-3.82428,0,1,0
67500.865,464.0,1758.04181,18240.45436,-3.82000,0,1,0
67500.865,466.0,1757.63470,18240.45436,-3.81576,0,1,0
67500.865,468.0,1757.22768,18240.45436,-3.81157,0,1,0
67500.865,470.0,1756.82075,18240.45436,-3.80741,0,1,0
67500.865,472.0,1756.41392,18240.45436,-3.80330,0,1,0
67500.865,474.0,1756.00718,18240.45436,-3.79922,0,1,0
67500.865,476.0,1755.60054,18240.45436,-3.79518,0,1,0
67500.865,478.0,1755.19399,18240.45436,-3.79117,0,1,0
67500.865,480.0,1754.78753,18240.45436,-3.78721,0,1,0
67500.865,482.0,1754.38117,18240.45436,-3.78328,0,1,0
67500.865,484.0,1753.97490,18240.45436,-3.77938,0,1,0
67500.865,486.0,1753.56873,18240.45436,-3.77552,0,1,0
67500.865,488.0,1753.16265,18240.45436,-3.77170,0,1,0
67500.865,490.0,1752.75666,18240.45436,-3.76790,0,1,0
67500.865,492.0,1752.35077,18240.45436,-3.76414,0,1,0
67500.865,494.0,1751.94497,18240.45436,-3.76042,0,1,0
67500.865,496.0,1751.53927,18240.45436,-3.75672,0,1,0
67500.865,498.0,1751.13366,18240.45436,-3.75305,0,1,0
70000.860,300.0,1801.70785,18025.38125,-4.53535,0,1,0
70000.860,302.0,1801.29062,18025.38125,-4.51416,0,1,0
70000.860,304.0,1800.87349,18025.38125,-4.49396,0,1,0
70000.860,306.0,1800.45646,18025.38125,-4.47465,0,1,0
70000.860,308.0,1800.03952,18025.38125,-4.45617,0,1,0
70000.860,310.0,1799.62268,18025.38125,-4.43844,0,1,0
70000.860,312.0,1799.20594,18025.38125,-4.42140,0,1,0
70000.860,314.0,1798.78929,18025.38125,-4.40501,0,1,0
70000.860,316.0,1798.37274,18025.38125,-4.38922,0,1,0
70000.860,318.0,1797.95628,18025.38125,-4.37398,0,1,0
70000.860,320.0,1797.53992,18025.38125,-4.35926,0,1,0
70000.860,322.0,1797.12366,18025.38125,-4.34502,0,1,0
70000.860,324.0,1796.70750,18025.38125,-4.33123,0,1,0
70000.860,326.0,1796.29143,18025.38125,-4.31786,0,1,0
70000.860,328.0,1795.87545,18025.38125,-4.30490,0,1,0
70000.860,330.0,1795.45958,18025.38125,-4.29231,0,1,0
70000.860,332.0,1795.04380,18025.38125,-4.28008,0,1,0
70000.860,334.0,1794.62811,18025.38125,-4.26818,0,1,0
70000.860,336.0,1794.21252,18025.38125,-4.25659,0,1,0
70000.860,338.0,1793.79703,18025.38125,-4.24531,0,1,0
70000.860,340.0,1793.38164,18025.38125,-4.23432,0,1,0
70000.860,342.0,1792.96634,18025.38125,-4.22359,0,1,0
70000.860,344.0,1792.55114,18025.38125,-4.21313,0,1,0
70000.860,346.0,1792.13603,18025.38125,-4.20291,0,1,0
70000.860,348.0,1791.72102,18025.38125,-4.19293,0,1,0
70000.860,350.0,1791.30610,18025.38125,-4.18317,0,1,0
70000.860,352.0,1790.89129,18025.38125,-4.17362,0,1,0
70000.860,354.0,1790.47656,18025.38125,-4.16428,0,1,0
70000.860,356.0,1790.06194,18025.38125,-4.15514,0,1,0
70000.860,358.0,1789.64741,18025.38125,-4.14618,0,1,0
70000.860,360.0,1789.23297,18025.38125,-4.13741,0,1,0
70000.860,362.0,1788.81863,18025.38125,-4.12881,0,1,0
70000.860,364.0,1788.40439,18025.38125,-4.12037,0,1,0
70000.860,366.0,1787.99024,18025.38125,-4.11210,0,1,0
70000.860,368.0,1787.57619,18025.38125,-4.10398,0,1,0
70000.860,370.0,1787.16224,18025.38125,-4.09602,0,1,0
70000.860,372.0,1786.74838,18025.38125,-4.08819,0,1,0
70000.860,374.0,1786.33462,18025.38125,-4.08050,0,1,0
70000.860,376.0,1785.92095,18025.38125,-4.07295,0,1,0
70000.860,378.0,1785.50738,18025.38125,-4.06553,0,1,0
70000.860,380.0,1785.09390,18025.38125,-4.05823,0,1,0
70000.860,382.0,1784.68052,18025.38125,-4.05105,0,1,0
70000.860,384.0,1784.26724,18025.38125,-4.04399,0,1,0
70000.860,386.0,1783.85405,18025.38125,-4.03704,0,1,0
70000.860,388.0,1783.44096,18025.38125,-4.03020,0,1,0
70000.860,390.0,1783.02796,18025.38125,-4.02346,0,1,0
70000.860,392.0,1782.61506,18025.38125,-4.01683,0,1,0
70000.860,394.0,1782.20225,18025.38125,-4.01030,0,1,0
70000.860,396.0,1781.78954,18025.38125,-4.00387,0,1,0
70000.860,398.0,1781.37693,18025.38125,-3.99753,0,1,0
70000.860,400.0,1780.96441,18025.38125,-3.99128,0,1,0
70000.860,402.0,1780.55199,18025.38125,-3.98512,0,1,0
70000.860,404.0,1780.13966,18025.38125,-3.97905,0,1,0
70000.860,406.0,1779.72743,18025.38125,-3.97305,0,1,0
70000.860,408.0,1779.31529,18025.38125,-3.96715,0,1,0
70000.860,410.0,1778.90325,18025.38125,-3.96132,0,1,0
70000.860,412.0,1778.49130,18025.38125,-3.95556,0,1,0
70000.860,414.0,1778.07945,18025.38125,-3.94989,0,1,0
70000.860,416.0,1777.66769,18025.38125,-3.94428,0,1,0
70000.860,418.0,1777.25603,18025.38125,-3.93875,0,1,0
70000.860,420.0,1776.84447,18025.38125,-3.93329,0,1,0
70000.860,422.0,1776.43300,18025.38125,-3.92789,0,1,0
70000.860,424.0,1776.02162,18025.38125,-3.92256,0,1,0
70000.860,426.0,1775.61035,18025.38125,-3.91730,0,1,0
70000.860,428.0,1775.19916,18025.38125,-3.91210,0,1,0
70000.860,430.0,1774.78807,18025.38125,-3.90696,0,1,0
