# P,T,density,Cp,alpha,liq_water,ice_VI,ice_VII
185000.630,454.0,2126.89789,10857.75323,-4.10175,0,1,0
185000.630,456.0,2126.40536,10857.75323,-4.09730,0,1,0
185000.630,458.0,2125.91294,10857.75323,-4.09289,0,1,0
185000.630,460.0,2125.42064,10857.75323,-4.08853,0,1,0
185000.630,462.0,2124.92845,10857.75323,-4.08420,0,1,0
185000.630,464.0,2124.43637,10857.75323,-4.07993,0,1,0
185000.630,466.0,2123.94441,10857.75323,-4.07569,0,1,0
185000.630,468.0,2123.45256,10857.75323,-4.07149,0,1,0
185000.630,470.0,2122.96082,10857.75323,-4.06734,0,1,0
185000.630,472.0,2122.46920,10857.75323,-4.06322,0,1,0
185000.630,474.0,2121.97770,10857.75323,-4.05914,0,1,0
185000.630,476.0,2121.48630,10857.75323,-4.05510,0,1,0
185000.630,478.0,2120.99502,10857.75323,-4.05110,0,1,0
185000.630,480.0,2120.50386,10857.75323,-4.04713,0,1,0
185000.630,482.0,2120.01281,10857.75323,-4.04320,0,1,0
185000.630,484.0,2119.52187,10857.75323,-4.03931,0,1,0
185000.630,486.0,2119.03104,10857.75323,-4.03545,0,1,0
185000.630,488.0,2118.54033,10857.75323,-4.03162,0,1,0
185000.630,490.0,2118.04974,10857.75323,-4.02783,0,1,0
185000.630,492.0,2117.55925,10857.75323,-4.02407,0,1,0
185000.630,494.0,2117.06888,10857.75323,-4.02034,0,1,0
185000.630,496.0,2116.57863,10857.75323,-4.01664,0,1,0
185000.630,498.0,2116.08848,10857.75323,-4.01298,0,1,0
187500.625,300.0,2171.68222,10748.95671,-4.79151,0,1,0
187500.625,302.0,2171.17932,10748.95671,-4.77033,0,1,0
187500.625,304.0,2170.67653,10748.95671,-4.75012,0,1,0
187500.625,306.0,2170.17386,10748.95671,-4.73082,0,1,0
187500.625,308.0,2169.67131,10748.95671,-4.71233,0,1,0
187500.625,310.0,2169.16887,10748.95671,-4.69460,0,1,0
187500.625,312.0,2168.66655,10748.95671,-4.67757,0,1,0
187500.625,314.0,2168.16434,10748.95671,-4.66118,0,1,0
187500.625,316.0,2167.66226,10748.95671,-4.64539,0,1,0
187500.625,318.0,2167.16028,10748.95671,-4.63015,0,1,0
187500.625,320.0,2166.65843,10748.95671,-4.61542,0,1,0
187500.625,322.0,2166.15669,10748.95671,-4.60118,0,1,0
187500.625,324.0,2165.65506,10748.95671,-4.58739,0,1,0
187500.625,326.0,2165.15356,10748.95671,-4.57403,0,1,0
187500.625,328.0,2164.65216,10748.95671,-4.56107,0,1,0
187500.625,330.0,2164.15089,10748.95671,-4.54848,0,1,0
187500.625,332.0,2163.64973,10748.95671,-4.53624,0,1,0
187500.625,334.0,2163.14869,10748.95671,-4.52434,0,1,0
187500.625,336.0,2162.64776,10748.95671,-4.51276,0,1,0
187500.625,338.0,2162.14695,10748.95671,-4.50148,0,1,0
187500.625,340.0,2161.64625,10748.95671,-4.49048,0,1,0
187500.625,342.0,2161.14567,10748.95671,-4.47976,0,1,0
187500.625,344.0,2160.64521,10748.95671,-4.46930,0,1,0
187500.625,346.0,2160.14486,10748.95671,-4.45908,0,1,0
187500.625,348.0,2159.64463,10748.95671,-4.44909,0,1,0
187500.625,350.0,2159.14451,10748.95671,-4.43933,0,1,0
187500.625,352.0,2158.64451,10748.95671,-4.42979,0,1,0
187500.625,354.0,2158.14463,10748.95671,-4.42045,0,1,0
187500.625,356.0,2157.64486,10748.95671,-4.41130,0,1,0
187500.625,358.0,2157.14521,10748.95671,-4.40235,0,1,0
187500.625,360.0,2156.64567,10748.95671,-4.39357,0,1,0
187500.625,362.0,2156.14625,10748.95671,-4.38497,0,1,0
187500.625,364.0,2155.64695,10748.95671,-4.37654,0,1,0
187500.625,366.0,2155.14776,10748.95671,-4.36827,0,1,0
187500.625,368.0,2154.64868,10748.95671,-4.36015,0,1,0
187500.625,370.0,2154.14972,10748.95671,-4.35218,0,1,0
187500.625,372.0,2153.65088,10748.95671,-4.34436,0,1,0
187500.625,374.0,2153.15215,10748.95671,-4.33667,0,1,0
187500.625,376.0,2152.65354,10748.95671,-4.32912,0,1,0
187500.625,378.0,2152.15504,10748.95671,-4.32169,0,1,0
187500.625,380.0,2151.65666,10748.95671,-4.31439,0,1,0
187500.625,382.0,2151.15839,10748.95671,-4.30721,0,1,0
187500.625,384.0,2150.66024,10748.95671,-4.30015,0,1,0
187500.625,386.0,2150.16221,10748.95671,-4.29320,0,1,0
187500.625,388.0,2149.66429,10748.95671,-4.28636,0,1,0
187500.625,390.0,2149.16648,10748.95671,-4.27963,0,1,0
187500.625,392.0,2148.66880,10748.95671,-4.27300,0,1,0
187500.625,394.0,2148.17122,10748.95671,-4.26647,0,1,0
187500.625,396.0,2147.67376,10748.95671,-4.26004,0,1,0
187500.625,398.0,2147.17642,10748.95671,-4.25370,0,1,0
187500.625,400.0,2146.67919,10748.95671,-4.24745,0,1,0
187500.625,402.0,2146.18208,10748.95671,-4.24129,0,1,0
187500.625,404.0,2145.68508,10748.95671,-4.23521,0,1,0
187500.625,406.0,2145.18820,10748.95671,-4.22922,0,1,0
187500.625,408.0,2144.69143,10748.95671,-4.22331,0,1,0
187500.625,410.0,2144.19477,10748.95671,-4.21748,0,1,0
187500.625,412.0,2143.69824,10748.95671,-4.21173,0,1,0
187500.625,414.0,2143.20181,10748.95671,-4.20605,0,1,0
187500.625,416.0,2142.70551,10748.95671,-4.20045,0,1,0
187500.625,418.0,2142.20931,10748.95671,-4.19492,0,1,0
187500.625,420.0,2141.71323,10748.95671,-4.18945,0,1,0
187500.625,422.0,2141.21727,10748.95671,-4.18406,0,1,0
187500.625,424.0,2140.72142,10748.95671,-4.17873,0,1,0
187500.625,426.0,2140.22569,10748.95671,-4.17347,0,1,0
187500.625,428.0,2139.73007,10748.95671,-4.16827,0,1,0
187500.625,430.0,2139.23457,10748.95671,-4.16313,0,1,0
187500.625,432.0,2138.73918,10748.95671,-4.15805,0,1,0
187500.625,434.0,2138.24390,10748.95671,-4.15303,0,1,0
187500.625,436.0,2137.74874,10748.95671,-4.14806,0,1,0
187500.625,438.0,2137.25370,10748.95671,-4.14315,0,1,0
187500.625,440.0,2136.75877,10748.95671,-4.13830,0,1,0
187500.625,442.0,2136.26395,10748.95671,-4.13350,0,1,0
187500.625,444.0,2135.76925,10748.95671,-4.12876,0,1,0
187500.625,446.0,2135.27466,10748.95671,-4.12406,0,1,0
187500.625,448.0,2134.78019,10748.95671,-4.11942,0,1,0
187500.625,450.0,2134.28583,10748.95671,-4.11482,0,1,0
187500.625,452.0,2133.79159,10748.95671,-4.11027,0,1,0
187500.625,454.0,2133.29746,10748.95671,-4.10577,0,1,0
187500.625,456.0,2132.80344,10748.95671,-4.10132,0,1,0
187500.625,458.0,2132.30954,10748.95671,-4.09691,0,1,0
187500.625,460.0,2131.81576,10748.95671,-4.09254,0,1,0
187500.625,462.0,2131.32209,10748.95671,-4.08822,0,1,0
187500.625,464.0,2130.82853,10748.95671,-4.08394,0,1,0
187500.625,466.0,2130.33509,10748.95671,-4.07971,0,1,0
187500.625,468.0,2129.84176,10748.95671,-4.07551,0,1,0
187500.625,470.0,2129.34854,10748.95671,-4.07136,0,1,0
187500.625,472.0,2128.85544,10748.95671,-4.06724,0,1,0
187500.625,474.0,2128.36246,10748.95671,-4.06316,0,1,0
187500.625,476.0,2127.86959,10748.95671,-4.05912,0,1,0
187500.625,478.0,2127.37683,10748.95671,-4.05512,0,1,0
187500.625,480.0,2126.88419,10748.95671,-4.05115,0,1,0
187500.625,482.0,2126.39166,10748.95671,-4.04722,0,1,0
187500.625,484.0,2125.89924,10748.95671,-4.04333,0,1,0
187500.625,486.0,2125.40694,10748.95671,-4.03947,0,1,0
187500.625,488.0,2124.91475,10748.95671,-4.03564,0,1,0
187500.625,490.0,2124.42268,10748.95671,-4.03185,0,1,0
187500.625,492.0,2123.93072,10748.95671,-4.02809,0,1,0
187500.625,494.0,2123.43887,10748.95671,-4.02436,0,1,0
187500.625,496.0,2122.94714,10748.95671,-4.02066,0,1,0
187500.625,498.0,2122.45553,10748.95671,-4.01700,0,1,0
190000.620,300.0,2178.15562,10641.72635,-4.79549,0,1,0
190000.620,302.0,2177.65121,10641.72635,-4.77430,0,1,0
190000.620,304.0,2177.14693,10641.72635,-4.75410,0,1,0
190000.620,306.0,2176.64276,10641.72635,-4.73479,0,1,0
190000.620,308.0,2176.13871,10641.72635,-4.71631,0,1,0
190000.620,310.0,2175.63477,10641.72635,-4.69858,0,1,0
190000.620,312.0,2175.13095,10641.72635,-4.68155,0,1,0
190000.620,314.0,2174.62725,10641.72635,-4.66516,0,1,0
190000.620,316.0,2174.12367,10641.72635,-4.64936,0,1,0
190000.620,318.0,2173.62020,10641.72635,-4.63412,0,1,0
190000.620,320.0,2173.11685,10641.72635,-4.61940,0,1,0
190000.620,322.0,2172.61361,10641.72635,-4.60516,0,1,0
190000.620,324.0,2172.11049,10641.72635,-4.59137,0,1,0
190000.620,326.0,2171.60749,10641.72635,-4.57801,0,1,0
190000.620,328.0,2171.10460,10641.72635,-4.56504,0,1,0
190000.620,330.0,2170.60183,10641.72635,-4.55245,0,1,0
190000.620,332.0,2170.09918,10641.72635,-4.54022,0,1,0
190000.620,334.0,2169.59664,10641.72635,-4.52832,0,1,0
190000.620,336.0,2169.09422,10641.72635,-4.51674,0,1,0
190000.620,338.0,2168.59192,10641.72635,-4.50546,0,1,0
190000.620,340.0,2168.08973,10641.72635,-4.49446,0,1,0
190000.620,342.0,2167.58766,10641.72635,-4.48374,0,1,0
190000.620,344.0,2167.08570,10641.72635,-4.47327,0,1,0
190000.620,346.0,2166.58387,10641.72635,-4.46305,0,1,0
190000.620,348.0,2166.08214,10641.72635,-4.45307,0,1,0
190000.620,350.0,2165.58054,10641.72635,-4.44331,0,1,0
190000.620,352.0,2165.07905,10641.72635,-4.43376,0,1,0
190000.620,354.0,2164.57767,10641.72635,-4.42442,0,1,0
190000.620,356.0,2164.07641,10641.72635,-4.41528,0,1,0
190000.620,358.0,2163.57527,10641.72635,-4.40633,0,1,0
190000.620,360.0,2163.07425,10641.72635,-4.39755,0,1,0
190000.620,362.0,2162.57334,10641.72635,-4.38895,0,1,0
190000.620,364.0,2162.07254,10641.72635,-4.38052,0,1,0
190000.620,366.0,2161.57186,10641.72635,-4.37225,0,1,0
190000.620,368.0,2161.07130,10641.72635,-4.36413,0,1,0
190000.620,370.0,2160.57085,10641.72635,-4.35616,0,1,0
190000.620,372.0,2160.07052,10641.72635,-4.34833,0,1,0
190000.620,374.0,2159.57031,10641.72635,-4.34065,0,1,0
190000.620,376.0,2159.07021,10641.72635,-4.33309,0,1,0
190000.620,378.0,2158.57023,10641.72635,-4.32567,0,1,0
190000.620,380.0,2158.07036,10641.72635,-4.31837,0,1,0
190000.620,382.0,2157.57061,10641.72635,-4.31119,0,1,0
190000.620,384.0,2157.07098,10641.72635,-4.30413,0,1,0
190000.620,386.0,2156.57146,10641.72635,-4.29718,0,1,0
190000.620,388.0,2156.07205,10641.72635,-4.29034,0,1,0
190000.620,390.0,2155.57276,10641.72635,-4.28361,0,1,0
190000.620,392.0,2155.07359,10641.72635,-4.27698,0,1,0
190000.620,394.0,2154.57453,10641.72635,-4.27045,0,1,0
190000.620,396.0,2154.07559,10641.72635,-4.26401,0,1,0
190000.620,398.0,2153.57676,10641.72635,-4.25767,0,1,0
190000.620,400.0,2153.07805,10641.72635,-4.25142,0,1,0
190000.620,402.0,2152.57946,10641.72635,-4.24526,0,1,0
190000.620,404.0,2152.08098,10641.72635,-4.23919,0,1,0
190000.620,406.0,2151.58262,10641.72635,-4.23320,0,1,0
190000.620,408.0,2151.08437,10641.72635,-4.22729,0,1,0
190000.620,410.0,2150.58623,10641.72635,-4.22146,0,1,0
190000.620,412.0,2150.08821,10641.72635,-4.21571,0,1,0
190000.620,414.0,2149.59031,10641.72635,-4.21003,0,1,0
190000.620,416.0,2149.09252,10641.72635,-4.20443,0,1,0
190000.620,418.0,2148.59485,10641.72635,-4.19890,0,1,0
190000.620,420.0,2148.09730,10641.72635,-4.19343,0,1,0
190000.620,422.0,2147.59985,10641.72635,-4.18804,0,1,0
190000.620,424.0,2147.10253,10641.72635,-4.18271,0,1,0
190000.620,426.0,2146.60532,10641.72635,-4.17744,0,1,0
190000.620,428.0,2146.10822,10641.72635,-4.17224,0,1,0
190000.620,430.0,2145.61124,10641.72635,-4.16710,0,1,0
190000.620,432.0,2145.11437,10641.72635,-4.16202,0,1,0
190000.620,434.0,2144.61762,10641.72635,-4.15700,0,1,0
190000.620,436.0,2144.12099,10641.72635,-4.15204,0,1,0
190000.620,438.0,2143.62446,10641.72635,-4.14713,0,1,0
190000.620,440.0,2143.12806,10641.72635,-4.14228,0,1,0
190000.620,442.0,2142.63177,10641.72635,-4.13748,0,1,0
190000.620,444.0,2142.13559,10641.72635,-4.13273,0,1,0
190000.620,446.0,2141.63953,10641.72635,-4.12804,0,1,0
190000.620,448.0,2141.14358,10641.72635,-4.12339,0,1,0
190000.620,450.0,2140.64775,10641.72635,-4.11880,0,1,0
190000.620,452.0,2140.15204,10641.72635,-4.11425,0,1,0
190000.620,454.0,2139.65643,10641.72635,-4.10975,0,1,0
190000.620,456.0,2139.16095,10641.72635,-4.10530,0,1,0
190000.620,458.0,2138.66558,10641.72635,-4.10089,0,1,0
190000.620,460.0,2138.17032,10641.72635,-4.09652,0,1,0
190000.620,462.0,2137.67517,10641.72635,-4.09220,0,1,0
190000.620,464.0,2137.18015,10641.72635,-4.08792,0,1,0
190000.620,466.0,2136.68523,10641.72635,-4.08369,0,1,0
190000.620,468.0,2136.19043,10641.72635,-4.07949,0,1,0
190000.620,470.0,2135.69575,10641.72635,-4.07533,0,1,0
190000.620,472.0,2135.20118,10641.72635,-4.07122,0,1,0
190000.620,474.0,2134.70672,10641.72635,-4.06714,0,1,0
190000.620,476.0,2134.21238,10641.72635,-4.06310,0,1,0
190000.620,478.0,2133.71816,10641.72635,-4.05910,0,1,0
190000.620,480.0,2133.22404,10641.72635,-4.05513,0,1,0
190000.620,482.0,2132.73005,10641.72635,-4.05120,0,1,0
190000.620,484.0,2132.23616,10641.72635,-4.04730,0,1,0
190000.620,486.0,2131.74240,10641.72635,-4.04344,0,1,0
190000.620,488.0,2131.24874,10641.72635,-4.03962,0,1,0
190000.620,490.0,2130.75520,10641.72635,-4.03582,0,1,0
190000.620,492.0,2130.26178,10641.72635,-4.03206,0,1,0
190000.620,494.0,2129.76846,10641.72635,-4.02834,0,1,0
190000.620,496.0,2129.27527,10641.72635,-4.02464,0,1,0
190000.620,498.0,2128.78218,10641.72635,-4.02098,0,1,0
192500.615,300.0,2184.58840,10536.03961,-4.79943,0,1,0
192500.615,302.0,2184.08250,10536.03961,-4.77824,0,1,0
192500.615,304.0,2183.57673,10536.03961,-4.75804,0,1,0
192500.615,306.0,2183.07107,10536.03961,-4.73873,0,1,0
192500.615,308.0,2182.56553,10536.03961,-4.72025,0,1,0
192500.615,310.0,2182.06011,10536.03961,-4.70252,0,1,0
192500.615,312.0,2181.55480,10536.03961,-4.68549,0,1,0
192500.615,314.0,2181.04961,10536.03961,-4.66910,0,1,0
192500.615,316.0,2180.54454,10536.03961,-4.65330,0,1,0
192500.615,318.0,2180.03958,10536.03961,-4.63806,0,1,0
192500.615,320.0,2179.53474,10536.03961,-4.62334,0,1,0
192500.615,322.0,2179.03002,10536.03961,-4.60910,0,1,0
192500.615,324.0,2178.52542,10536.03961,-4.59531,0,1,0
192500.615,326.0,2178.02093,10536.03961,-4.58195,0,1,0
192500.615,328.0,2177.51656,10536.03961,-4.56898,0,1,0
192500.615,330.0,2177.01230,10536.03961,-4.55639,0,1,0
192500.615,332.0,2176.50817,10536.03961,-4.54416,0,1,0
192500.615,334.0,2176.00414,10536.03961,-4.53226,0,1,0
192500.615,336.0,2175.50024,10536.03961,-4.52068,0,1,0
192500.615,338.0,2174.99645,10536.03961,-4.50940,0,1,0
192500.615,340.0,2174.49278,10536.03961,-4.49840,0,1,0
192500.615,342.0,2173.98923,10536.03961,-4.48768,0,1,0
192500.615,344.0,2173.48579,10536.03961,-4.47721,0,1,0
192500.615,346.0,2172.98247,10536.03961,-4.46699,0,1,0
192500.615,348.0,2172.47927,10536.03961,-4.45701,0,1,0
192500.615,350.0,2171.97618,10536.03961,-4.44725,0,1,0
192500.615,352.0,2171.47321,10536.03961,-4.43770,0,1,0
192500.615,354.0,2170.97035,10536.03961,-4.42836,0,1,0
192500.615,356.0,2170.46761,10536.03961,-4.41922,0,1,0
192500.615,358.0,2169.96499,10536.03961,-4.41026,0,1,0
192500.615,360.0,2169.46248,10536.03961,-4.40149,0,1,0
192500.615,362.0,2168.96010,10536.03961,-4.39289,0,1,0
192500.615,364.0,2168.45782,10536.03961,-4.38446,0,1,0
192500.615,366.0,2167.95567,10536.03961,-4.37618,0,1,0
192500.615,368.0,2167.45362,10536.03961,-4.36807,0,1,0
192500.615,370.0,2166.95170,10536.03961,-4.36010,0,1,0
192500.615,372.0,2166.44989,10536.03961,-4.35227,0,1,0
192500.615,374.0,2165.94820,10536.03961,-4.34459,0,1,0
192500.615,376.0,2165.44663,10536.03961,-4.33703,0,1,0
192500.615,378.0,2164.94517,10536.03961,-4.32961,0,1,0
192500.615,380.0,2164.44382,10536.03961,-4.32231,0,1,0
192500.615,382.0,2163.94260,10536.03961,-4.31513,0,1,0
192500.615,384.0,2163.44148,10536.03961,-4.30807,0,1,0
192500.615,386.0,2162.94049,10536.03961,-4.30112,0,1,0
192500.615,388.0,2162.43961,10536.03961,-4.29428,0,1,0
192500.615,390.0,2161.93885,10536.03961,-4.28755,0,1,0
192500.615,392.0,2161.43820,10536.03961,-4.28092,0,1,0
192500.615,394.0,2160.93767,10536.03961,-4.27439,0,1,0
192500.615,396.0,2160.43725,10536.03961,-4.26795,0,1,0
192500.615,398.0,2159.93696,10536.03961,-4.26161,0,1,0
192500.615,400.0,2159.43677,10536.03961,-4.25536,0,1,0
192500.615,402.0,2158.93670,10536.03961,-4.24920,0,1,0
192500.615,404.0,2158.43675,10536.03961,-4.24313,0,1,0
192500.615,406.0,2157.93692,10536.03961,-4.23714,0,1,0
192500.615,408.0,2157.43720,10536.03961,-4.23123,0,1,0
192500.615,410.0,2156.93759,10536.03961,-4.22540,0,1,0
192500.615,412.0,2156.43810,10536.03961,-4.21965,0,1,0
192500.615,414.0,2155.93873,10536.03961,-4.21397,0,1,0
192500.615,416.0,2155.43947,10536.03961,-4.20837,0,1,0
192500.615,418.0,2154.94033,10536.03961,-4.20283,0,1,0
192500.615,420.0,2154.44130,10536.03961,-4.19737,0,1,0
192500.615,422.0,2153.94239,10536.03961,-4.19198,0,1,0
192500.615,424.0,2153.44360,10536.03961,-4.18665,0,1,0
192500.615,426.0,2152.94492,10536.03961,-4.18138,0,1,0
192500.615,428.0,2152.44635,10536.03961,-4.17618,0,1,0
192500.615,430.0,2151.94790,10536.03961,-4.17104,0,1,0
192500.615,432.0,2151.44957,10536.03961,-4.16596,0,1,0
192500.615,434.0,2150.95135,10536.03961,-4.16094,0,1,0
192500.615,436.0,2150.45325,10536.03961,-4.15598,0,1,0
192500.615,438.0,2149.95526,10536.03961,-4.15107,0,1,0
192500.615,440.0,2149.45739,10536.03961,-4.14622,0,1,0
192500.615,442.0,2148.95963,10536.03961,-4.14142,0,1,0
192500.615,444.0,2148.46199,10536.03961,-4.13667,0,1,0
192500.615,446.0,2147.96447,10536.03961,-4.13198,0,1,0
192500.615,448.0,2147.46706,10536.03961,-4.12733,0,1,0
192500.615,450.0,2146.96976,10536.03961,-4.12274,0,1,0
192500.615,452.0,2146.47258,10536.03961,-4.11819,0,1,0
192500.615,454.0,2145.97551,10536.03961,-4.11369,0,1,0
192500.615,456.0,2145.47856,10536.03961,-4.10923,0,1,0
192500.615,458.0,2144.98173,10536.03961,-4.10483,0,1,0
192500.615,460.0,2144.48501,10536.03961,-4.10046,0,1,0
192500.615,462.0,2143.98840,10536.03961,-4.09614,0,1,0
192500.615,464.0,2143.49191,10536.03961,-4.09186,0,1,0
192500.615,466.0,2142.99554,10536.03961,-4.08762,0,1,0
192500.615,468.0,2142.49928,10536.03961,-4.08343,0,1,0
192500.615,470.0,2142.00313,10536.03961,-4.07927,0,1,0
192500.615,472.0,2141.50710,10536.03961,-4.07515,0,1,0
192500.615,474.0,2141.01119,10536.03961,-4.07108,0,1,0
192500.615,476.0,2140.51538,10536.03961,-4.06704,0,1,0
192500.615,478.0,2140.01970,10536.03961,-4.06303,0,1,0
192500.615,480.0,2139.52413,10536.03961,-4.05907,0,1,0
192500.615,482.0,2139.02867,10536.03961,-4.05514,0,1,0
192500.615,484.0,2138.53333,10536.03961,-4.05124,0,1,0
192500.615,486.0,2138.03810,10536.03961,-4.04738,0,1,0
192500.615,488.0,2137.54299,10536.03961,-4.04356,0,1,0
192500.615,490.0,2137.04799,10536.03961,-4.03976,0,1,0
192500.615,492.0,2136.55311,10536.03961,-4.03600,0,1,0
192500.615,494.0,2136.05834,10536.03961,-4.03227,0,1,0
192500.615,496.0,2135.56369,10536.03961,-4.02858,0,1,0
192500.615,498.0,2135.06915,10536.03961,-4.02491,0,1,0
195000.610,300.0,2190.98125,10431.87427,-4.80333,0,1,0
195000.610,302.0,2190.47388,10431.87427,-4.78214,0,1,0
195000.610,304.0,2189.96662,10431.87427,-4.76194,0,1,0
195000.610,306.0,2189.45948,10431.87427,-4.74263,0,1,0
195000.610,308.0,2188.95246,10431.87427,-4.72415,0,1,0
195000.610,310.0,2188.44556,10431.87427,-4.70642,0,1,0
195000.610,312.0,2187.93878,10431.87427,-4.68939,0,1,0
195000.610,314.0,2187.43211,10431.87427,-4.67299,0,1,0
195000.610,316.0,2186.92556,10431.87427,-4.65720,0,1,0
195000.610,318.0,2186.41912,10431.87427,-4.64196,0,1,0
195000.610,320.0,2185.91281,10431.87427,-4.62724,0,1,0
195000.610,322.0,2185.40661,10431.87427,-4.61300,0,1,0
195000.610,324.0,2184.90053,10431.87427,-4.59921,0,1,0
195000.610,326.0,2184.39456,10431.87427,-4.58584,0,1,0
195000.610,328.0,2183.88872,10431.87427,-4.57288,0,1,0
195000.610,330.0,2183.38299,10431.87427,-4.56029,0,1,0
195000.610,332.0,2182.87737,10431.87427,-4.54806,0,1,0
195000.610,334.0,2182.37188,10431.87427,-4.53616,0,1,0
195000.610,336.0,2181.86650,10431.87427,-4.52458,0,1,0
195000.610,338.0,2181.36124,10431.87427,-4.51329,0,1,0
195000.610,340.0,2180.85609,10431.87427,-4.50230,0,1,0
195000.610,342.0,2180.35106,10431.87427,-4.49157,0,1,0
195000.610,344.0,2179.84615,10431.87427,-4.48111,0,1,0
195000.610,346.0,2179.34136,10431.87427,-4.47089,0,1,0
195000.610,348.0,2178.83668,10431.87427,-4.46091,0,1,0
195000.610,350.0,2178.33212,10431.87427,-4.45115,0,1,0
195000.610,352.0,2177.82768,10431.87427,-4.44160,0,1,0
195000.610,354.0,2177.32335,10431.87427,-4.43226,0,1,0
195000.610,356.0,2176.81914,10431.87427,-4.42312,0,1,0
195000.610,358.0,2176.31505,10431.87427,-4.41416,0,1,0
195000.610,360.0,2175.81107,10431.87427,-4.40539,0,1,0
195000.610,362.0,2175.30721,10431.87427,-4.39679,0,1,0
195000.610,364.0,2174.80347,10431.87427,-4.38836,0,1,0
195000.610,366.0,2174.29984,10431.87427,-4.38008,0,1,0
195000.610,368.0,2173.79633,10431.87427,-4.37196,0,1,0
195000.610,370.0,2173.29294,10431.87427,-4.36400,0,1,0
195000.610,372.0,2172.78967,10431.87427,-4.35617,0,1,0
195000.610,374.0,2172.28651,10431.87427,-4.34848,0,1,0
195000.610,376.0,2171.78346,10431.87427,-4.34093,0,1,0
195000.610,378.0,2171.28054,10431.87427,-4.33351,0,1,0
195000.610,380.0,2170.77773,10431.87427,-4.32621,0,1,0
195000.610,382.0,2170.27503,10431.87427,-4.31903,0,1,0
195000.610,384.0,2169.77245,10431.87427,-4.31197,0,1,0
195000.610,386.0,2169.26999,10431.87427,-4.30502,0,1,0
195000.610,388.0,2168.76765,10431.87427,-4.29818,0,1,0
195000.610,390.0,2168.26542,10431.87427,-4.29145,0,1,0
195000.610,392.0,2167.76331,10431.87427,-4.28481,0,1,0
195000.610,394.0,2167.26131,10431.87427,-4.27828,0,1,0
195000.610,396.0,2166.75943,10431.87427,-4.27185,0,1,0
195000.610,398.0,2166.25767,10431.87427,-4.26551,0,1,0
195000.610,400.0,2165.75602,10431.87427,-4.25926,0,1,0
195000.610,402.0,2165.25449,10431.87427,-4.25310,0,1,0
195000.610,404.0,2164.75308,10431.87427,-4.24703,0,1,0
195000.610,406.0,2164.25178,10431.87427,-4.24104,0,1,0
195000.610,408.0,2163.75059,10431.87427,-4.23513,0,1,0
195000.610,410.0,2163.24953,10431.87427,-4.22930,0,1,0
195000.610,412.0,2162.74858,10431.87427,-4.22355,0,1,0
195000.610,414.0,2162.24774,10431.87427,-4.21787,0,1,0
195000.610,416.0,2161.74702,10431.87427,-4.21226,0,1,0
195000.610,418.0,2161.24642,10431.87427,-4.20673,0,1,0
195000.610,420.0,2160.74593,10431.87427,-4.20127,0,1,0
195000.610,422.0,2160.24556,10431.87427,-4.19587,0,1,0
195000.610,424.0,2159.74531,10431.87427,-4.19054,0,1,0
195000.610,426.0,2159.24517,10431.87427,-4.18528,0,1,0
195000.610,428.0,2158.74515,10431.87427,-4.18008,0,1,0
195000.610,430.0,2158.24524,10431.87427,-4.17494,0,1,0
195000.610,432.0,2157.74545,10431.87427,-4.16986,0,1,0
195000.610,434.0,2157.24577,10431.87427,-4.16484,0,1,0
195000.610,436.0,2156.74621,10431.87427,-4.15988,0,1,0
195000.610,438.0,2156.24677,10431.87427,-4.15497,0,1,0
195000.610,440.0,2155.74744,10431.87427,-4.15012,0,1,0
195000.610,442.0,2155.24822,10431.87427,-4.14532,0,1,0
195000.610,444.0,2154.74913,10431.87427,-4.14057,0,1,0
195000.610,446.0,2154.25014,10431.87427,-4.13588,0,1,0
195000.610,448.0,2153.75128,10431.87427,-4.13123,0,1,0
195000.610,450.0,2153.25253,10431.87427,-4.12664,0,1,0
195000.610,452.0,2152.75389,10431.87427,-4.12209,0,1,0
195000.610,454.0,2152.25537,10431.87427,-4.11759,0,1,0
195000.610,456.0,2151.75697,10431.87427,-4.11313,0,1,0
195000.610,458.0,2151.25868,10431.87427,-4.10872,0,1,0
195000.610,460.0,2150.76050,10431.87427,-4.10436,0,1,0
195000.610,462.0,2150.26244,10431.87427,-4.10004,0,1,0
195000.610,464.0,2149.76450,10431.87427,-4.09576,0,1,0
195000.610,466.0,2149.26667,10431.87427,-4.09152,0,1,0
195000.610,468.0,2148.76896,10431.87427,-4.08733,0,1,0
195000.610,470.0,2148.27136,10431.87427,-4.08317,0,1,0
195000.610,472.0,2147.77388,10431.87427,-4.07905,0,1,0
195000.610,474.0,2147.27652,10431.87427,-4.07497,0,1,0
195000.610,476.0,2146.77926,10431.87427,-4.07093,0,1,0
195000.610,478.0,2146.28213,10431.87427,-4.06693,0,1,0
195000.610,480.0,2145.78511,10431.87427,-4.06297,0,1,0
195000.610,482.0,2145.28820,10431.87427,-4.05904,0,1,0
195000.610,484.0,2144.79141,10431.87427,-4.05514,0,1,0
195000.610,486.0,2144.29473,10431.87427,-4.05128,0,1,0
195000.610,488.0,2143.79817,10431.87427,-4.04745,0,1,0
195000.610,490.0,2143.30172,10431.87427,-4.04366,0,1,0
195000.610,492.0,2142.80539,10431.87427,-4.03990,0,1,0
195000.610,494.0,2142.30918,10431.87427,-4.03617,0,1,0
195000.610,496.0,2141.81308,10431.87427,-4.03248,0,1,0
195000.610,498.0,2141.31709,10431.87427,-4.02881,0,1,0
